,tweet,date
323,"Me: I need 2 volunteers to act out this scene
Boy: me! I want to be Ralph
Girl: u can't be Ralph cus he's handsum and ur ugly
Whole class: 😦",2016-08-27 08:35:06
324,good intentions,2016-08-22 18:46:34
325,"creepy shit that kids say...
""hey can i have some gum?""
""only if you become a human carpet for me""",2016-08-21 06:02:51
326,Traffics killin me..,2016-08-21 01:26:25
327,I can't get over Kubo 😭 Laika never disappoints,2016-08-20 07:52:28
328,RT @tbhplzdont: When you're watching your dogs nap and you realize how much you love them and how lucky you are to have them https://t.co/K…,2016-08-16 00:29:02
329,1+1 =2,2016-08-14 22:59:33
330,@krislikestea yes thank u,2016-08-07 21:57:56
331,Wow I got rear ended,2016-08-07 04:30:51
332,RT @tbhplzdont: when someone tells me no https://t.co/GxmgQPyCjj,2016-08-07 04:25:03
333,This was wildly entertaining https://t.co/plrnTCMV26,2016-08-06 09:03:28
334,RT @shlexii: Yo Clint Eastwood... https://t.co/3ZUVn0wIKO,2016-08-04 07:15:15
335,DARE TO BE DULL,2016-08-03 08:07:06
336,Alrighty then... Time to unfuck this day up,2016-08-02 19:09:37
337,Bring that llama up,2016-07-29 21:40:45
338,Sigh,2016-07-29 02:36:30
339,LOL Bernie looks pissed #DemsInPhilly,2016-07-29 02:36:02
340,Somethin about ice cream that really just nurtures the soul,2016-07-26 02:15:03
341,replace ya widda podcast,2016-07-23 08:17:00
342,Tfw sum1 tries to be nice by bringing u lunch n giving u a ride home.. But brings it 10 min before ur break ends &amp;then picks u up 20min late,2016-07-22 22:35:37
343,"How lil kids try to connect w/ teengirls: you know soo joo ki? My sister thinks he's ""cute""",2016-07-22 18:14:15
344,Cold brew makes all the difference yeeeee,2016-07-21 18:17:15
345,@krislikestea like seriously.. Come back into my life so it can be bright and litty again,2016-07-21 02:05:19
346,@krislikestea I miss you too 💕,2016-07-21 01:56:59
347,@krislikestea we all react to adversity differently.. Sigh. But I think there's a thick line doused in anger,2016-07-21 01:52:08
348,I seriously do not understand people who cry and throw a tantrum when things don't go their way,2016-07-21 01:32:10
349,@MiyamotoJared welcome back to twitter biatch,2016-07-20 06:44:30
350,"Tomorrow is going to be rough :X no sleep tonight, paper due and final tomorrow, interview right after. pray for ya girl",2016-07-20 06:35:18
351,The nicest way to stop a girl from pushing u forward at a concert is to start grinding on her,2016-07-19 03:30:04
352,I remembered that I am 22 and laughed,2016-07-19 03:28:06
353,"0 or 100, never in between",2016-07-18 07:48:40
354,My tweets don't make sense...,2016-07-14 01:23:42
355,"Same kid does that every freakin time.. it's come to the point where I'm like ""Put your hand down. We have a rotation""",2016-07-14 01:16:54
356,"""Any questions before we move on to the next problem?""
*kid raises hand to ask* ""Can I answer the next one?""",2016-07-14 01:15:28
357,Fuhhh can somebody something hire me for just 2 months,2016-07-13 07:26:45
358,The fatigue is real but I ain't even do shiy,2016-07-13 00:23:50
359,My sisters at a Pokemon cafe and I ain't there #salt,2016-07-12 05:17:20
360,You are cute yes but you suck,2016-07-11 07:57:22
361,"I transmit, I do not innovate",2016-07-10 06:42:27
362,RT @iamrashidajones: It's ok 2 mourn the senseless death of the officers &amp; still want respect for black lives. Both are important. Humans a…,2016-07-09 01:00:11
363,Same mistake my father made 0.0,2016-07-08 20:16:20
364,Steez day was extraordinary,2016-07-08 10:39:10
365,Danny Browns visuals upgraded ^,2016-07-08 05:53:05
366,My broke ass bought Overwatch. I'm so over me. But so excited,2016-07-06 01:16:50
367,"RT @Carols10cents: 1998:
- Don't get in strangers' cars
- Don't meet ppl from internet

2016:
- Literally summon strangers from internet to…",2016-07-02 19:50:57
368,When your grandma gives you shit cus you can't help your sister with math...,2016-06-30 04:26:19
369,Imagine if race ever became as fluid as gender is now,2016-06-29 04:17:17
370,Asian parents who cannot tolerate each other in real life and interact only by sending articles on Wechat,2016-06-29 03:47:06
371,"I'm in traffic, haven't had coffee yet and ran out of high speed data #firstworldproblems",2016-06-28 18:51:48
372,The voice that fades the longer you hold your gaze,2016-06-27 20:07:58
373,Inconvenient o well,2016-06-27 15:08:43
374,This is just the beginning ⚡️,2016-06-26 00:28:23
375,I beg your pardon 😂,2016-06-23 23:26:27
376,Shouldn't have gassed you up lmao,2016-06-23 23:26:05
377,RT @samsax1: Merwin https://t.co/U8sAkzI7aA,2016-06-22 23:25:44
378,"The most normal but aesthically displeasing outfit: tight black shirt, light blue jeans and bright red vans",2016-06-22 18:51:59
379,RT @earlxsweat: you ever get excited to go somewhere and get hella sleepy on the way there? smh pitiful,2016-06-22 04:33:18
380,Cali-vanity,2016-06-22 01:11:41
381,Thank god,2016-06-19 10:01:05
382,"""Anytime you're near a woman, it is important to explain why.. Otherwise.. They get nervous"" lmao",2016-06-14 08:50:36
383,I hate when people ruin a song for you by overplaying it,2016-06-13 04:33:54
384,When ze cute girl from Milk gives u a free slice of cake 😋,2016-06-12 06:57:30
385,@chandraa_eve imy,2016-06-11 22:00:12
386,Why am I the ultimate asshole,2016-06-11 21:25:53
387,@_marianadb 😛,2016-06-08 04:43:55
388,I feel like Pablo,2016-06-07 08:00:53
389,"""Let's go""
""Wait I'm not done eating""
""I'll help you""
#fatbitchesbelike",2016-06-07 07:54:04
390,@jinjjjaro Happy birthday Cristo!!!! 💕,2016-06-06 20:24:49
391,"""Does this selfie make me look like an art hoe?""
""No not an art hoe, u look like: ok hoe""",2016-06-06 08:59:08
392,My last chance,2016-06-06 00:02:21
393,SUMMER TIME!!!!!!!,2016-06-03 18:42:28
394,I miss my dog 😢,2016-06-03 09:01:48
395,Tower of David,2016-06-03 08:06:36
396,"RT @colesprouse: ""The art sluts are growing in prominence,"" Lucifer crowed, ""quickly, create more fucbois to restore the putrid balance.""",2016-06-03 05:50:05
397,"RT @colesprouse: LA is so fun, there's so much to do! Like the beach! And talk about the zodiac, and talk about the zodiac, and talk about…",2016-06-03 05:48:59
398,Aw damn. I may have lost my ability to panic.,2016-06-03 05:48:03
399,Racism Decoder Ring lmao https://t.co/O6YRuv3E8R via @YouTube,2016-06-02 22:43:49
400,YouTube lectures saving my life rn #speed,2016-06-02 09:28:21
401,Need sleep. Can't sleep.,2016-06-01 20:22:45
402,"""capitalism made me do it""",2016-06-01 03:12:26
403,RT @nathanfielder: Hero https://t.co/DY5ysltIqC,2016-06-01 00:04:45
404,Luo luo suo suo,2016-05-31 20:26:50
405,"She aint fat bro, just a lil thick",2016-05-28 23:09:01
406,"I didn't give up anything, I just put that shit on hold",2016-05-26 08:46:41
407,I just want the paaaaper. But I have to write a paper 😞,2016-05-26 06:41:08
408,Day 3 of intermittent fasting ⚡️,2016-05-26 03:43:11
409,I want to be in Asia right now. Right now.,2016-05-25 11:45:11
410,RT @lilyachty: Waves don't die,2016-05-25 06:55:24
411,Woah @ ppl who will call you out but then quickly run away when it's your turn to fire back,2016-05-24 07:31:03
412,"RT @40oz_VAN: S/o to all the low maintenance friends. We might not talk for a min because we're busy with our own lives, but it's always al…",2016-05-23 23:37:11
413,I did the dirty tn 😅 #fuhhh https://t.co/WvIuFmHF7V,2016-05-23 07:10:37
414,RT @Reductress: Local Girl Barely Holding It Together In The Face Of No Adversity: https://t.co/AVCTZ6pqMU,2016-05-22 18:12:58
415,Wait a min. I was in Miami 2 weeks ago 👽😩,2016-05-21 22:56:17
416,"You was listenin close tho, you was listenin to hoes tho",2016-05-21 07:55:25
417,My moms reaction to hamsters: why would anyone own a hamster?? #confuzZled,2016-05-21 07:12:45
418,Looovvvee that there's still light out at 8pm,2016-05-21 03:03:19
419,"""Do you trust me?""
""No""
""I'll take that as a yes""",2016-05-20 07:19:55
420,"That part, that part, that part",2016-05-19 01:58:07
421,So. Close. To losing my mind tonight.,2016-05-18 11:09:57
422,Never look back,2016-05-18 09:08:04
423,RT @washingtonpost: Judge orders Mississippi school district to desegregate -- 62 years after Brown v. Board of Education https://t.co/oR3q…,2016-05-17 22:34:16
424,@karechipotle tru ✨,2016-05-17 21:43:01
425,It's that time of the year when chillwave starts creepin back into my life,2016-05-17 04:01:53
426,Pretty accurate https://t.co/JmBskNuyGW,2016-05-17 00:40:46
427,My instant gratification monkey steering the wheel rn 🙈,2016-05-16 19:37:38
428,@karechipotle down,2016-05-15 22:55:04
429,Drakin again. No tiramisu for u,2016-05-15 22:35:05
430,RT @sergiogarcia_4: So I went hiking today and I thought that this bear died for a second 🐻💀 https://t.co/AW3YzsrBrM,2016-05-14 20:18:55
431,Everybody's taking turns being an asshole and we like to call it karma,2016-05-13 19:36:59
432,RT @ComedyCentral: Get it together. #InsideAmy https://t.co/7SWYmscZYC,2016-05-13 17:18:10
433,Ego check,2016-05-13 09:35:03
434,Running with the wave get you killed quick,2016-05-13 04:05:59
435,RT @Ask_Elissia: When you're happy without a care in the world and then life interrupts your happiness  https://t.co/2nWUOCcMuQ,2016-05-12 17:18:42
436,No I don't play.,2016-05-12 05:06:32
437,Alive and sleep deprived,2016-05-11 20:00:22
438,The squeaky wheel gets the grease,2016-05-10 22:21:53
439,RT @tbhplzdont: When y'all get a puppy together then break up https://t.co/rDcqj7iymc,2016-05-10 03:26:19
440,omg https://t.co/SJYzt0PeOs,2016-05-09 20:08:49
441,😑😑😑😑😑😑😑😑😑,2016-05-09 07:57:24
442,No fomo at all but daaam that was really UCR? 😮,2016-05-09 05:54:32
443,Spring splash videos 👀 I can't believe my eyes,2016-05-09 05:52:14
444,No flockin,2016-05-09 03:10:12
445,How is it already 7PM lõl,2016-05-09 02:05:24
446,I went to the airport 2 hours early but I fell asleep there and missed my flight 😑,2016-05-08 16:58:58
447,My phone suffers so much every time I'm fucked up,2016-05-08 10:15:39
448,I'm so trusting it's idiotic,2016-05-08 09:52:04
449,"RT @ComedyCentral: As long as Mercury is in retrograde, nothing is your fault.",2016-05-06 01:16:40
450,"Pain is temporary, GPA is forever",2016-05-04 11:17:38
451,Trying not to get excited for the weekend while studying is too much rn omgogmgmg,2016-05-04 08:20:38
452,@laurasun sike. It's crunch time ✌🏽️,2016-05-04 00:07:28
453,faaaahhhkkkkk it,2016-05-04 00:01:59
454,RT @CarriePotter_: @arzE we *all* suffer the anxieties and depression generated by the realities of late capitalism. no one is safe. not ev…,2016-05-03 23:33:28
455,Facts only,2016-05-03 23:21:42
456,Internal laughter level 100 😭 https://t.co/iDMreLbCTM,2016-05-03 04:55:02
457,"Today, I am feeling especially grateful~ You could always have more, but you could also have less.",2016-05-02 21:50:11
458,When u wake up n remember that u had In N Out and Roscoes last night 😋😭,2016-05-01 19:47:10
459,RT @Ztags02: Just retweet 😂 https://t.co/umOtnwksMj,2016-05-01 19:08:38
460,RT @js_jacques: Someone should nominate this dramatic fish for an Oscar: https://t.co/Qq2qVufsKa,2016-05-01 06:04:37
461,Fuckin ridiculous,2016-04-30 12:03:19
462,Naw,2016-04-30 09:33:12
463,@astroIogyposts whoever writes these fuckin hates Capricorns smh,2016-04-29 21:00:47
464,RT @1future: Next weekend I'm in tha 305 https://t.co/Wt7tISUDPW,2016-04-29 20:56:56
465,"It's a Chinese symbol for ""yaaas queen""",2016-04-29 04:37:12
466,@SoundsOf_Holly somethin about cold pizza 💣💣💣,2016-04-29 03:19:08
467,Bitch yo hair smell like old fries,2016-04-27 09:56:39
468,@isabelGVD 😂,2016-04-27 04:01:13
469,"When the internet be like ""trust the vibes u get. Energy don't lie"" 
N I'm like ""yea but what if ur intuition is shit""",2016-04-27 03:23:52
470,"""I guess it's hard sometimes to distinguish between second chances and last chances.""",2016-04-25 23:15:50
471,RT @bieberhails: this is the funniest shit ever https://t.co/UlPBkoKR2x,2016-04-25 22:06:50
472,RT @alaindebotton: Insomnia: the mind's revenge for all the thoughts you forgot to have in the day.,2016-04-25 07:37:03
473,I might be psychic,2016-04-25 07:36:52
474,shoganai,2016-04-25 05:35:25
475,How many times do u have to be interrupted to lose one point of self esteem 🙄,2016-04-23 22:28:50
476,@BrandonAMF it's beautiful! but gat dam no spoiler alert,2016-04-22 20:24:24
477,I guess the universe is telling me to study 2nite,2016-04-22 00:16:07
478,"RT @Android: Sometimes, the best friends are the ones we never expected. Be together. #NotTheSame
https://t.co/RQENlJQGIm",2016-04-21 22:30:54
479,RT @girlellemighty: if this ain't me https://t.co/upOwK5AJvi,2016-04-21 09:24:02
480,Yes bitch https://t.co/ujlavb4CNF,2016-04-21 08:59:06
481,Shoutout to @isabelGVD for making ma week 💕,2016-04-21 06:56:31
482,Tonight @RealDeathGrips I got punched in the chest,2016-04-21 06:54:46
483,Last night at @HudMo a girl tried to light me on fire,2016-04-21 06:53:07
484,"""Do u really wanna hear the truth?""
""Yeah of course I do. As long as it's not boring""",2016-04-21 04:04:17
485,Energy is contagious 🙏,2016-04-20 11:11:30
486,"@IzzyThugMama : ""This generation is so lazy... #GenerationNotDown """,2016-04-20 00:16:49
487,I can't stop watching this 😂 https://t.co/q8x00rRuJT,2016-04-19 05:56:10
488,@krislikestea it's wavy wednesday~,2016-04-13 23:39:51
489,Shoshanna es mi spirit animal,2016-04-12 18:50:04
490,@ImCardiB album 🔥🔥🔥🔥🔥🔥,2016-04-09 22:30:29
491,Omg I found a husky named Sprite💕 and returned her to her owner 😭😊,2016-04-09 05:56:29
492,RT @alaindebotton: https://t.co/IvnMLDZtOn,2016-04-08 06:25:46
493,"RT @HamiltonMorris: Watch Bernie video. Cry. Donate money. Hope for the best, worry about the likeliness of that scenario. Lather, rinse, r…",2016-04-08 05:06:29
494,Abg = awkward black girl = good show,2016-04-08 05:05:43
495,"Two types of ppl: ""That's abstract"" vs ""That's bullshit""",2016-04-07 02:33:55
496,Annoying ass Tuesday,2016-04-05 21:02:09
497,"Strange and old. Bored and reckless. Baby it's a poem, and the blessed don't request this.",2016-04-01 08:00:04
498,It's a beautiful day to do nothing =),2016-03-31 20:37:17
499,Tuesdays are my new Fridays,2016-03-29 22:22:14
500,RT @HibachiTashi: When the lyrics are lowkey misogynistic but the beat bangs https://t.co/vOF56dsUF4,2016-03-28 08:46:57
501,Portland is so beautiful,2016-03-27 17:19:40
502,Lil yachty in da club 🤔😊,2016-03-26 07:41:32
503,PNW was lit but nothin beats LA nightlife 😉,2016-03-26 07:04:18
504,I love hoes,2016-03-23 10:07:05
505,Tense,2016-03-22 18:07:43
506,2016 poop as a renewable source of energy,2016-03-21 20:57:16
507,painkilla killapain,2016-03-20 20:37:15
508,RT @BlackPplVines: LMFAO 😂😂 https://t.co/2x5GYhCIHl,2016-03-20 19:01:50
509,https://t.co/R2oOOdIUcB,2016-03-19 19:08:49
510,Why do I immediately regret my order right after ordering like 90% of the time???,2016-03-19 19:08:14
511,Vinyl makes me wanna live in the 70s,2016-03-19 09:48:03
512,HAHAHA so cute  https://t.co/NJT9Msz2xa,2016-03-16 18:02:12
513,#GirlsHBO gives me life,2016-03-15 23:52:36
514,"""Listen, Fran. Proper English is a joke. In 10 years we're all going to be robots who speak Chinese, ok?"" 😂",2016-03-15 23:52:11
515,RT @COCONUTOILBAE: omg lol bernie don't play https://t.co/nG1XAf4RzX,2016-03-15 13:40:45
516,i'm laughing way more than i should LOL https://t.co/VFmH9k8eNi,2016-03-15 11:14:06
517,"Jk how I really deal with little kids with attitude: ""Hey did you know ur being sassy?"" 🤔",2016-03-13 22:07:34
518,"How I deal with little kids with attitude: ""Hey did you know ur a little bitch?""",2016-03-13 22:06:27
519,Deep space sighs typa hour,2016-03-13 21:29:01
